Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type,Leading_Current_Power_Factor,Lagging_Current_Power_Factor
2.92,4.97,0.00,Weekend,Saturday,Light_Load,100.00,50.66
3.38,2.88,0.00,Weekend,Saturday,Light_Load,100.00,76.12
68.08,44.71,0.00,Weekday,Thursday,Maximum_Load,100.00,83.59
3.24,3.71,0.00,Weekday,Wednesday,Light_Load,100.00,65.78
3.46,0.00,15.34,Weekend,Saturday,Light_Load,22.00,100.00
3.64,0.00,18.07,Weekday,Tuesday,Medium_Load,19.75,100.00
5.22,0.00,26.71,Weekday,Wednesday,Medium_Load,19.18,100.00
3.71,3.02,0.07,Weekday,Thursday,Light_Load,99.98,77.55
2.66,3.38,0.00,Weekend,Sunday,Light_Load,100.00,61.84
71.68,23.72,0.00,Weekday,Monday,Maximum_Load,100.00,94.94
2.88,3.96,0.00,Weekend,Saturday,Light_Load,100.00,58.82
3.13,3.60,0.00,Weekend,Saturday,Light_Load,100.00,65.61
3.38,6.73,0.00,Weekday,Tuesday,Medium_Load,100.00,44.88
114.59,57.60,0.00,Weekday,Wednesday,Maximum_Load,100.00,89.35
3.71,0.00,18.14,Weekend,Sunday,Light_Load,20.04,100.00
86.76,35.06,0.00,Weekday,Wednesday,Medium_Load,100.00,92.72
9.61,0.00,26.03,Weekday,Monday,Medium_Load,34.63,100.00
3.67,4.18,0.00,Weekday,Tuesday,Light_Load,100.00,65.98
4.43,4.75,0.00,Weekday,Wednesday,Light_Load,100.00,68.20
2.70,3.60,0.00,Weekend,Saturday,Light_Load,100.00,60.00
2.84,0.00,20.30,Weekday,Wednesday,Light_Load,13.86,100.00
61.34,29.95,1.37,Weekday,Monday,Maximum_Load,99.98,89.86
67.61,38.05,0.00,Weekday,Thursday,Medium_Load,100.00,87.15
54.18,19.69,0.00,Weekday,Tuesday,Maximum_Load,100.00,93.99
3.56,0.00,18.43,Weekend,Sunday,Light_Load,18.97,100.00
5.87,0.00,10.37,Weekday,Wednesday,Maximum_Load,49.26,100.00
2.59,4.14,0.00,Weekend,Saturday,Light_Load,100.00,53.04
99.29,34.42,0.00,Weekday,Monday,Medium_Load,100.00,94.48
2.81,0.00,10.66,Weekend,Saturday,Light_Load,25.49,100.00
47.63,12.35,0.00,Weekday,Monday,Medium_Load,100.00,96.80
3.64,6.52,0.00,Weekday,Friday,Light_Load,100.00,48.75
2.59,4.50,0.00,Weekday,Tuesday,Light_Load,100.00,49.88
2.95,2.84,0.00,Weekend,Saturday,Light_Load,100.00,72.04
60.08,21.56,0.00,Weekday,Monday,Maximum_Load,100.00,94.12
3.60,3.49,0.00,Weekend,Saturday,Light_Load,100.00,71.80
120.60,51.88,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.86
3.89,0.00,16.27,Weekday,Wednesday,Medium_Load,23.25,100.00
74.59,25.78,0.00,Weekday,Tuesday,Medium_Load,100.00,94.51
35.82,7.02,1.04,Weekend,Saturday,Maximum_Load,99.96,98.13
2.92,4.36,0.00,Weekend,Sunday,Light_Load,100.00,55.65
103.46,28.87,0.00,Weekday,Friday,Medium_Load,100.00,96.32
49.18,19.58,0.00,Weekday,Monday,Medium_Load,100.00,92.91
2.99,6.05,0.00,Weekday,Thursday,Light_Load,100.00,44.31
3.46,2.63,0.22,Weekend,Sunday,Light_Load,99.80,79.61
3.02,5.65,0.00,Weekday,Friday,Light_Load,100.00,47.14
50.08,20.20,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.74
3.42,4.61,0.00,Weekday,Monday,Light_Load,100.00,59.58
2.81,0.00,11.81,Weekend,Saturday,Medium_Load,23.15,100.00
71.24,54.07,0.00,Weekday,Thursday,Light_Load,100.00,79.66
49.57,12.24,0.04,Weekday,Monday,Maximum_Load,100.00,97.08
3.24,2.45,0.04,Weekday,Tuesday,Light_Load,99.99,79.76
3.13,0.00,16.88,Weekend,Sunday,Light_Load,18.23,100.00
3.74,2.92,0.00,Weekday,Wednesday,Light_Load,100.00,78.82
2.92,0.00,5.11,Weekday,Wednesday,Light_Load,49.61,100.00
49.25,18.50,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.61
5.18,0.00,26.64,Weekday,Wednesday,Medium_Load,19.09,100.00
76.93,41.76,0.00,Weekday,Monday,Light_Load,100.00,87.89
3.06,0.00,17.42,Weekend,Sunday,Light_Load,17.30,100.00
103.90,50.51,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.94
71.14,42.19,0.00,Weekday,Thursday,Maximum_Load,100.00,86.01
3.13,2.70,0.00,Weekday,Thursday,Light_Load,100.00,75.72
46.55,43.31,0.00,Weekend,Saturday,Light_Load,100.00,73.21
62.71,37.30,0.00,Weekday,Tuesday,Medium_Load,100.00,85.95
6.34,7.06,0.00,Weekday,Friday,Light_Load,100.00,66.81
3.96,5.58,0.00,Weekday,Thursday,Light_Load,100.00,57.87
59.18,35.14,0.00,Weekday,Monday,Maximum_Load,100.00,85.98
26.39,0.00,12.67,Weekday,Friday,Maximum_Load,90.15,100.00
61.92,30.85,0.00,Weekday,Wednesday,Medium_Load,100.00,89.51
3.35,5.72,0.00,Weekend,Saturday,Light_Load,100.00,50.54
76.32,11.41,0.29,Weekday,Wednesday,Maximum_Load,100.00,98.90
4.00,6.98,0.00,Weekday,Tuesday,Light_Load,100.00,49.72
48.31,13.50,0.00,Weekday,Tuesday,Maximum_Load,100.00,96.31
2.95,0.00,11.66,Weekend,Sunday,Medium_Load,24.53,100.00
2.92,4.14,0.00,Weekend,Sunday,Light_Load,100.00,57.64
3.64,5.36,0.00,Weekday,Wednesday,Light_Load,100.00,56.18
53.42,31.32,0.00,Weekday,Tuesday,Maximum_Load,100.00,86.27
5.90,5.80,0.00,Weekday,Tuesday,Light_Load,100.00,71.31
52.99,17.35,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.04
3.49,5.62,0.00,Weekend,Saturday,Light_Load,100.00,52.76
3.10,0.00,16.99,Weekend,Sunday,Light_Load,17.95,100.00
2.77,5.08,0.00,Weekday,Monday,Light_Load,100.00,47.87
59.44,36.65,0.00,Weekday,Tuesday,Medium_Load,100.00,85.12
3.85,3.38,0.00,Weekday,Monday,Light_Load,100.00,75.15
4.68,7.02,0.00,Weekday,Monday,Light_Load,100.00,55.47
2.74,5.00,0.00,Weekday,Thursday,Light_Load,100.00,48.06
3.13,0.00,5.54,Weekend,Sunday,Light_Load,49.19,100.00
68.94,25.49,0.00,Weekday,Thursday,Maximum_Load,100.00,93.79
2.63,4.64,0.00,Weekend,Sunday,Light_Load,100.00,49.31
3.96,7.20,0.00,Weekday,Thursday,Maximum_Load,100.00,48.19
66.10,33.12,0.00,Weekday,Thursday,Medium_Load,100.00,89.40
74.38,32.15,0.00,Weekday,Tuesday,Medium_Load,100.00,91.79
5.65,0.00,26.78,Weekday,Tuesday,Medium_Load,20.64,100.00
2.81,0.00,10.91,Weekend,Sunday,Light_Load,24.94,100.00
3.20,5.51,0.00,Weekday,Tuesday,Light_Load,100.00,50.22
4.75,4.21,0.00,Weekday,Tuesday,Light_Load,100.00,74.84
41.98,30.24,0.00,Weekday,Wednesday,Light_Load,100.00,81.14
39.17,9.72,0.00,Weekday,Monday,Maximum_Load,100.00,97.06
67.90,38.92,0.00,Weekday,Thursday,Maximum_Load,100.00,86.76
58.61,23.76,0.00,Weekend,Saturday,Maximum_Load,100.00,92.67
3.96,3.31,0.11,Weekend,Saturday,Light_Load,99.96,76.73
3.24,4.54,0.00,Weekday,Thursday,Light_Load,100.00,58.09
3.13,3.89,0.00,Weekday,Friday,Light_Load,100.00,62.69
64.15,35.42,0.00,Weekday,Monday,Maximum_Load,100.00,87.54
31.64,7.34,5.72,Weekday,Friday,Medium_Load,98.40,97.41
5.29,0.00,25.70,Weekday,Friday,Medium_Load,20.16,100.00
33.16,1.30,1.66,Weekend,Sunday,Medium_Load,99.87,99.92
3.78,0.00,17.96,Weekend,Sunday,Maximum_Load,20.60,100.00
2.88,0.00,16.85,Weekday,Friday,Light_Load,16.85,100.00
45.40,20.45,0.00,Weekday,Tuesday,Medium_Load,100.00,91.18
55.26,27.04,0.36,Weekday,Tuesday,Maximum_Load,100.00,89.82
3.31,2.12,0.22,Weekday,Tuesday,Light_Load,99.78,84.21
3.67,0.00,16.74,Weekend,Saturday,Light_Load,21.41,100.00
3.17,0.00,11.48,Weekend,Sunday,Light_Load,26.62,100.00
5.83,5.76,0.00,Weekend,Sunday,Light_Load,100.00,71.14
34.92,29.66,0.00,Weekday,Friday,Light_Load,100.00,76.22
2.99,0.00,6.30,Weekday,Wednesday,Medium_Load,42.88,100.00
3.74,0.00,16.78,Weekend,Saturday,Medium_Load,21.75,100.00
3.06,0.00,13.86,Weekend,Sunday,Medium_Load,21.56,100.00
3.82,0.00,18.94,Weekend,Saturday,Medium_Load,19.77,100.00
106.52,47.12,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.45
51.01,10.15,0.36,Weekday,Thursday,Maximum_Load,100.00,98.08
2.63,4.75,0.00,Weekday,Tuesday,Light_Load,100.00,48.44
62.71,5.72,1.04,Weekday,Friday,Medium_Load,99.99,99.59
96.08,13.14,0.32,Weekday,Tuesday,Maximum_Load,100.00,99.08
3.24,0.00,18.04,Weekend,Sunday,Light_Load,17.68,100.00
2.74,0.00,11.77,Weekend,Sunday,Light_Load,22.67,100.00
2.45,4.00,0.00,Weekend,Saturday,Light_Load,100.00,52.23
55.44,22.82,0.00,Weekday,Wednesday,Medium_Load,100.00,92.47
88.06,38.02,0.00,Weekday,Thursday,Light_Load,100.00,91.81
7.06,2.88,3.96,Weekday,Thursday,Medium_Load,87.22,92.59
2.66,4.64,0.00,Weekend,Saturday,Light_Load,100.00,49.73
42.26,19.73,0.00,Weekday,Monday,Maximum_Load,100.00,90.61
5.51,0.00,26.53,Weekday,Monday,Medium_Load,20.33,100.00
39.60,15.52,0.00,Weekday,Monday,Maximum_Load,100.00,93.10
3.71,4.50,0.00,Weekend,Saturday,Light_Load,100.00,63.61
3.56,7.09,0.00,Weekend,Saturday,Light_Load,100.00,44.87
113.33,45.94,0.00,Weekday,Thursday,Medium_Load,100.00,92.68
38.48,4.25,0.25,Weekday,Monday,Medium_Load,100.00,99.40
4.36,0.00,16.88,Weekday,Thursday,Medium_Load,25.01,100.00
3.49,4.00,0.00,Weekday,Thursday,Light_Load,100.00,65.74
2.63,4.14,0.00,Weekend,Saturday,Light_Load,100.00,53.62
64.66,41.51,0.00,Weekday,Friday,Maximum_Load,100.00,84.15
3.10,2.56,0.00,Weekend,Saturday,Light_Load,100.00,77.11
60.37,14.90,5.22,Weekday,Friday,Maximum_Load,99.63,97.09
4.97,4.90,0.00,Weekday,Friday,Light_Load,100.00,71.21
3.60,4.90,0.00,Weekday,Friday,Light_Load,100.00,59.21
97.88,43.67,0.00,Weekday,Wednesday,Medium_Load,100.00,91.32
63.11,18.40,0.00,Weekday,Monday,Medium_Load,100.00,96.00
2.63,5.36,0.11,Weekend,Sunday,Light_Load,99.91,44.05
3.10,3.31,0.11,Weekend,Sunday,Light_Load,99.94,68.36
2.92,0.00,12.06,Weekend,Sunday,Light_Load,23.53,100.00
47.38,9.32,0.00,Weekday,Monday,Medium_Load,100.00,98.12
2.88,4.54,0.00,Weekday,Thursday,Light_Load,100.00,53.57
3.31,5.18,0.00,Weekday,Tuesday,Light_Load,100.00,53.85
47.66,15.12,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.32
86.44,30.42,0.00,Weekday,Tuesday,Medium_Load,100.00,94.33
9.72,12.82,0.00,Weekend,Saturday,Light_Load,100.00,60.42
3.38,2.56,0.00,Weekend,Sunday,Light_Load,100.00,79.72
108.32,46.91,0.00,Weekday,Monday,Maximum_Load,100.00,91.76
2.95,2.12,0.14,Weekday,Tuesday,Light_Load,99.89,81.21
8.39,0.00,25.38,Weekday,Monday,Medium_Load,31.39,100.00
4.61,3.92,0.00,Weekday,Tuesday,Maximum_Load,100.00,76.18
101.27,55.04,0.00,Weekday,Thursday,Light_Load,100.00,87.86
2.52,4.82,0.00,Weekday,Thursday,Light_Load,100.00,46.33
2.88,3.89,0.00,Weekday,Monday,Light_Load,100.00,59.50
23.00,7.02,4.03,Weekend,Saturday,Maximum_Load,98.50,95.64
33.62,12.46,0.00,Weekday,Tuesday,Medium_Load,100.00,93.77
4.61,5.33,0.00,Weekday,Friday,Light_Load,100.00,65.42
3.85,5.51,0.00,Weekday,Tuesday,Light_Load,100.00,57.28
2.92,5.98,0.00,Weekday,Friday,Light_Load,100.00,43.88
59.83,11.66,0.00,Weekday,Thursday,Maximum_Load,100.00,98.15
2.77,4.50,0.00,Weekend,Sunday,Light_Load,100.00,52.42
59.26,37.66,0.00,Weekday,Thursday,Maximum_Load,100.00,84.40
3.60,4.39,0.00,Weekday,Tuesday,Light_Load,100.00,63.41
3.78,6.34,0.00,Weekday,Friday,Light_Load,100.00,51.21
42.73,13.82,0.00,Weekday,Wednesday,Maximum_Load,100.00,95.15
3.02,0.00,16.20,Weekday,Friday,Light_Load,18.33,100.00
10.30,0.00,25.74,Weekday,Thursday,Medium_Load,37.15,100.00
40.39,39.20,0.00,Weekend,Saturday,Light_Load,100.00,71.76
75.67,42.66,0.00,Weekday,Thursday,Maximum_Load,100.00,87.11
2.66,4.25,0.00,Weekend,Saturday,Light_Load,100.00,53.05
59.83,37.44,0.00,Weekday,Tuesday,Maximum_Load,100.00,84.77
65.92,34.13,0.00,Weekday,Wednesday,Maximum_Load,100.00,88.80
3.56,6.08,0.00,Weekday,Thursday,Light_Load,100.00,50.53
2.59,3.85,0.00,Weekday,Wednesday,Light_Load,100.00,55.82
3.46,4.54,0.00,Weekend,Sunday,Light_Load,100.00,60.61
2.52,4.79,0.00,Weekend,Sunday,Light_Load,100.00,46.56
4.10,3.89,0.00,Weekend,Sunday,Light_Load,100.00,72.54
3.60,3.24,0.00,Weekend,Saturday,Light_Load,100.00,74.33
3.42,0.00,11.16,Weekend,Sunday,Light_Load,29.30,100.00
4.79,0.00,20.70,Weekend,Saturday,Medium_Load,22.54,100.00
6.73,6.59,0.00,Weekday,Wednesday,Light_Load,100.00,71.45
39.35,28.22,0.00,Weekday,Tuesday,Light_Load,100.00,81.26
60.30,31.57,0.00,Weekday,Monday,Medium_Load,100.00,88.59
4.68,4.03,0.00,Weekday,Tuesday,Light_Load,100.00,75.78
110.81,50.00,0.00,Weekday,Friday,Medium_Load,100.00,91.15
33.84,15.37,5.00,Weekday,Friday,Maximum_Load,98.93,91.05
49.32,3.13,2.92,Weekend,Saturday,Maximum_Load,99.83,99.80
4.79,3.82,0.00,Weekend,Saturday,Light_Load,100.00,78.18
47.38,29.63,0.00,Weekday,Monday,Medium_Load,100.00,84.79
30.96,0.00,12.42,Weekday,Monday,Maximum_Load,92.81,100.00
62.60,27.94,0.00,Weekday,Monday,Medium_Load,100.00,91.32
3.24,5.29,0.00,Weekday,Wednesday,Light_Load,100.00,52.23
3.24,0.00,16.56,Weekend,Saturday,Medium_Load,19.20,100.00
51.98,26.53,0.00,Weekday,Friday,Medium_Load,100.00,89.07
4.14,0.00,26.50,Weekday,Friday,Medium_Load,15.44,100.00
49.54,19.69,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.93
3.67,4.86,0.00,Weekday,Friday,Light_Load,100.00,60.26
3.56,0.00,26.50,Weekend,Saturday,Medium_Load,13.31,100.00
2.92,6.05,0.00,Weekday,Thursday,Light_Load,100.00,43.47
3.53,0.00,17.86,Weekend,Saturday,Medium_Load,19.39,100.00
4.68,0.00,22.03,Weekend,Sunday,Light_Load,20.78,100.00
61.38,40.39,0.00,Weekday,Thursday,Maximum_Load,100.00,83.54
4.50,8.71,0.00,Weekday,Wednesday,Medium_Load,100.00,45.90
2.81,5.00,0.00,Weekday,Monday,Light_Load,100.00,48.99
3.92,0.00,26.89,Weekday,Wednesday,Medium_Load,14.43,100.00
3.20,4.10,0.00,Weekday,Thursday,Light_Load,100.00,61.53
3.38,0.00,18.76,Weekend,Saturday,Light_Load,17.73,100.00
3.06,6.77,0.00,Weekday,Tuesday,Light_Load,100.00,41.19
3.46,6.44,0.00,Weekend,Sunday,Light_Load,100.00,47.33
3.71,0.00,13.00,Weekend,Saturday,Light_Load,27.44,100.00
6.77,0.00,25.56,Weekend,Saturday,Maximum_Load,25.60,100.00
133.78,45.72,0.00,Weekday,Friday,Medium_Load,100.00,94.63
2.77,5.18,0.00,Weekend,Sunday,Light_Load,100.00,47.16
46.91,12.46,0.00,Weekday,Friday,Medium_Load,100.00,96.65
3.53,0.00,16.24,Weekend,Sunday,Light_Load,21.24,100.00
4.54,0.00,21.38,Weekend,Sunday,Medium_Load,20.77,100.00
4.68,5.58,0.00,Weekday,Tuesday,Light_Load,100.00,64.26
3.38,5.65,0.00,Weekday,Monday,Light_Load,100.00,51.34
5.29,0.00,26.68,Weekday,Wednesday,Medium_Load,19.45,100.00
3.38,2.23,0.00,Weekend,Saturday,Light_Load,100.00,83.47
3.89,2.77,0.32,Weekday,Friday,Light_Load,99.66,81.46
52.45,22.79,0.00,Weekday,Friday,Maximum_Load,100.00,91.72
69.73,34.34,0.00,Weekday,Friday,Medium_Load,100.00,89.71
38.38,0.65,2.48,Weekend,Saturday,Maximum_Load,99.79,99.99
3.10,0.00,16.60,Weekend,Sunday,Light_Load,18.36,100.00
2.70,5.18,0.00,Weekday,Tuesday,Light_Load,100.00,46.22
39.67,13.46,0.25,Weekend,Saturday,Maximum_Load,100.00,94.70
4.10,0.00,20.23,Weekend,Sunday,Light_Load,19.86,100.00
3.06,4.32,0.00,Weekend,Sunday,Light_Load,100.00,57.80
4.07,3.24,0.00,Weekend,Saturday,Light_Load,100.00,78.24
56.99,35.93,0.00,Weekday,Monday,Medium_Load,100.00,84.59
2.88,4.82,0.00,Weekday,Monday,Light_Load,100.00,51.29
4.90,6.05,0.00,Weekday,Friday,Light_Load,100.00,62.94
2.99,4.82,0.00,Weekday,Wednesday,Light_Load,100.00,52.71
4.75,4.93,0.00,Weekday,Friday,Maximum_Load,100.00,69.38
3.56,0.00,21.67,Weekend,Saturday,Light_Load,16.21,100.00
3.28,0.00,16.92,Weekend,Sunday,Light_Load,19.03,100.00
49.64,14.76,0.00,Weekday,Monday,Maximum_Load,100.00,95.85
98.42,26.86,0.00,Weekday,Wednesday,Maximum_Load,100.00,96.47
69.77,39.17,0.00,Weekday,Friday,Maximum_Load,100.00,87.20
85.86,50.08,0.00,Weekday,Monday,Medium_Load,100.00,86.38
5.33,2.59,0.04,Weekday,Friday,Light_Load,100.00,89.94
53.06,41.33,0.00,Weekday,Monday,Maximum_Load,100.00,78.89
2.74,3.89,0.00,Weekend,Sunday,Light_Load,100.00,57.59
32.58,0.14,3.28,Weekday,Monday,Maximum_Load,99.50,100.00
2.88,4.72,0.00,Weekday,Wednesday,Light_Load,100.00,52.09
54.65,18.22,0.00,Weekday,Friday,Maximum_Load,100.00,94.87
62.53,21.35,0.54,Weekday,Tuesday,Medium_Load,100.00,94.64
3.35,4.75,0.14,Weekend,Sunday,Light_Load,99.91,57.63
88.20,42.44,0.00,Weekday,Wednesday,Light_Load,100.00,90.11
2.99,3.92,0.00,Weekday,Tuesday,Light_Load,100.00,60.65
3.13,0.00,16.67,Weekend,Saturday,Light_Load,18.45,100.00
5.18,0.00,26.46,Weekend,Saturday,Maximum_Load,19.21,100.00
40.39,11.52,0.00,Weekend,Saturday,Maximum_Load,100.00,96.16
3.13,3.67,0.00,Weekend,Sunday,Light_Load,100.00,64.89
34.27,1.73,0.36,Weekday,Tuesday,Medium_Load,99.99,99.87
55.37,25.02,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.13
58.90,32.33,0.00,Weekday,Tuesday,Maximum_Load,100.00,87.66
3.17,3.85,0.00,Weekend,Saturday,Light_Load,100.00,63.56
3.06,4.61,0.00,Weekday,Monday,Light_Load,100.00,55.30
41.76,44.35,0.00,Weekday,Tuesday,Light_Load,100.00,68.55
3.13,0.00,17.14,Weekend,Sunday,Light_Load,17.96,100.00
51.08,22.25,0.00,Weekday,Friday,Maximum_Load,100.00,91.68
54.25,19.51,0.00,Weekday,Thursday,Maximum_Load,100.00,94.10
3.10,6.19,0.00,Weekday,Tuesday,Light_Load,100.00,44.78
3.89,5.76,0.00,Weekday,Thursday,Light_Load,100.00,55.97
56.48,28.15,0.00,Weekday,Friday,Medium_Load,100.00,89.50
65.23,28.55,0.00,Weekday,Friday,Maximum_Load,100.00,91.61
109.40,52.81,0.00,Weekday,Monday,Maximum_Load,100.00,90.06
54.07,22.03,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.61
3.49,0.00,18.25,Weekday,Thursday,Medium_Load,18.78,100.00
59.11,25.31,0.58,Weekday,Wednesday,Maximum_Load,100.00,91.93
7.81,0.00,25.52,Weekday,Monday,Medium_Load,29.26,100.00
3.10,4.07,0.00,Weekday,Thursday,Light_Load,100.00,60.59
3.85,6.70,0.18,Weekday,Tuesday,Medium_Load,99.89,49.82
108.65,33.84,0.00,Weekday,Wednesday,Maximum_Load,100.00,95.48
3.13,5.22,0.00,Weekend,Saturday,Light_Load,100.00,51.43
3.31,4.86,0.00,Weekday,Thursday,Light_Load,100.00,56.29
2.59,4.72,0.00,Weekday,Wednesday,Light_Load,100.00,48.11
2.88,5.54,0.00,Weekday,Friday,Light_Load,100.00,46.13
3.89,0.00,17.32,Weekday,Monday,Medium_Load,21.91,100.00
2.59,4.28,0.00,Weekend,Sunday,Light_Load,100.00,51.77
6.12,7.63,0.00,Weekend,Saturday,Light_Load,100.00,62.57
57.02,26.78,0.00,Weekday,Monday,Medium_Load,100.00,90.51
4.43,6.66,0.00,Weekday,Monday,Light_Load,100.00,55.38
2.95,4.00,0.00,Weekend,Sunday,Light_Load,100.00,59.35
110.27,48.71,0.00,Weekday,Thursday,Medium_Load,100.00,91.47
3.17,3.20,0.00,Weekday,Wednesday,Light_Load,100.00,70.38
71.10,34.49,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.97
36.32,26.06,0.00,Weekday,Tuesday,Maximum_Load,100.00,81.25
63.22,3.35,1.69,Weekend,Saturday,Medium_Load,99.96,99.86
33.91,2.63,8.53,Weekday,Monday,Maximum_Load,96.98,99.70
75.60,38.38,0.00,Weekend,Saturday,Medium_Load,100.00,89.17
4.07,0.00,17.03,Weekend,Saturday,Medium_Load,23.24,100.00
63.29,24.16,0.00,Weekday,Thursday,Medium_Load,100.00,93.42
4.10,3.78,0.00,Weekend,Sunday,Light_Load,100.00,73.52
2.99,0.00,16.20,Weekday,Friday,Light_Load,18.15,100.00
73.55,9.54,0.29,Weekday,Friday,Medium_Load,100.00,99.17
47.52,31.28,0.00,Weekday,Wednesday,Medium_Load,100.00,83.53
4.18,3.67,0.00,Weekday,Wednesday,Light_Load,100.00,75.15
4.82,6.37,0.00,Weekday,Thursday,Light_Load,100.00,60.34
40.75,5.47,4.25,Weekday,Wednesday,Medium_Load,99.46,99.11
2.99,4.32,0.00,Weekday,Monday,Light_Load,100.00,56.91
50.90,32.40,0.00,Weekday,Tuesday,Medium_Load,100.00,84.36
4.54,0.00,22.21,Weekend,Saturday,Medium_Load,20.03,100.00
3.56,0.00,21.56,Weekend,Sunday,Light_Load,16.29,100.00
2.66,5.62,0.00,Weekday,Tuesday,Light_Load,100.00,42.78
60.73,30.49,0.00,Weekday,Tuesday,Medium_Load,100.00,89.37
68.40,39.28,0.00,Weekday,Thursday,Maximum_Load,100.00,86.72
5.40,0.00,21.13,Weekday,Monday,Medium_Load,24.76,100.00
2.99,0.00,14.51,Weekend,Sunday,Light_Load,20.18,100.00
3.56,0.00,14.11,Weekend,Sunday,Light_Load,24.46,100.00
2.66,5.18,0.00,Weekday,Monday,Light_Load,100.00,45.68
91.04,24.08,0.00,Weekend,Sunday,Maximum_Load,100.00,96.68
5.90,0.00,17.96,Weekday,Wednesday,Medium_Load,31.21,100.00
3.20,4.79,0.00,Weekday,Friday,Light_Load,100.00,55.55
110.48,68.65,0.00,Weekday,Friday,Medium_Load,100.00,84.94
5.69,0.00,20.56,Weekday,Tuesday,Medium_Load,26.67,100.00
95.18,46.44,0.00,Weekend,Saturday,Medium_Load,100.00,89.87
4.82,1.73,5.18,Weekend,Sunday,Light_Load,68.12,94.12
5.47,0.00,26.17,Weekday,Monday,Medium_Load,20.46,100.00
6.88,0.00,20.45,Weekday,Thursday,Medium_Load,31.89,100.00
58.90,36.68,0.00,Weekday,Monday,Medium_Load,100.00,84.89
2.70,0.00,4.75,Weekend,Sunday,Light_Load,49.42,100.00
58.68,27.90,0.00,Weekday,Friday,Maximum_Load,100.00,90.31
66.35,26.32,0.00,Weekday,Wednesday,Maximum_Load,100.00,92.95
57.96,34.09,0.00,Weekday,Friday,Light_Load,100.00,86.20
3.92,0.00,17.86,Weekend,Sunday,Maximum_Load,21.44,100.00
73.26,29.63,0.00,Weekday,Tuesday,Maximum_Load,100.00,92.70
3.17,3.02,0.00,Weekend,Sunday,Light_Load,100.00,72.40
68.18,22.14,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.11
110.70,83.41,0.00,Weekend,Saturday,Light_Load,100.00,79.87
2.74,0.00,5.51,Weekday,Monday,Light_Load,44.53,100.00
66.85,50.72,0.00,Weekday,Thursday,Maximum_Load,100.00,79.67
55.40,11.12,0.00,Weekend,Saturday,Maximum_Load,100.00,98.04
2.92,5.62,0.00,Weekend,Sunday,Light_Load,100.00,46.11
4.68,5.76,0.00,Weekday,Wednesday,Maximum_Load,100.00,63.06
107.14,39.85,0.00,Weekday,Friday,Medium_Load,100.00,93.73
3.38,0.00,16.52,Weekend,Saturday,Light_Load,20.04,100.00
3.42,4.28,0.00,Weekday,Friday,Light_Load,100.00,62.42
5.18,0.00,26.64,Weekend,Sunday,Maximum_Load,19.09,100.00
3.64,0.00,19.69,Weekend,Saturday,Light_Load,18.18,100.00
2.81,0.68,6.30,Weekend,Sunday,Light_Load,40.73,97.19
46.69,39.71,0.04,Weekday,Thursday,Light_Load,100.00,76.18
35.71,25.09,0.00,Weekday,Wednesday,Light_Load,100.00,81.82
13.43,2.92,9.86,Weekend,Sunday,Maximum_Load,80.61,97.72
2.84,4.10,0.00,Weekend,Sunday,Light_Load,100.00,56.94
4.25,0.00,16.13,Weekday,Friday,Medium_Load,25.48,100.00
3.13,0.00,11.84,Weekend,Sunday,Medium_Load,25.56,100.00
94.36,27.58,0.00,Weekday,Friday,Medium_Load,100.00,95.98
2.74,4.36,0.00,Weekend,Saturday,Light_Load,100.00,53.21
4.14,0.00,20.52,Weekend,Sunday,Light_Load,19.78,100.00
105.84,64.12,0.00,Weekday,Monday,Maximum_Load,100.00,85.53
3.17,4.25,0.00,Weekday,Wednesday,Light_Load,100.00,59.79
3.89,3.49,0.04,Weekday,Tuesday,Light_Load,99.99,74.43
118.04,69.08,0.00,Weekday,Monday,Maximum_Load,100.00,86.31
2.88,0.00,16.74,Weekend,Saturday,Light_Load,16.96,100.00
3.46,2.34,0.14,Weekday,Tuesday,Light_Load,99.92,82.83
101.20,37.91,0.00,Weekend,Saturday,Medium_Load,100.00,93.65
2.84,4.93,0.00,Weekend,Sunday,Light_Load,100.00,49.92
3.02,5.83,0.00,Weekday,Tuesday,Light_Load,100.00,46.00
49.07,22.32,0.00,Weekday,Friday,Maximum_Load,100.00,91.03
3.20,6.34,0.07,Weekend,Saturday,Medium_Load,99.98,45.06
3.42,0.00,16.92,Weekday,Friday,Light_Load,19.81,100.00
50.62,22.32,0.00,Weekend,Saturday,Maximum_Load,100.00,91.50
35.78,1.62,1.22,Weekend,Sunday,Maximum_Load,99.94,99.90
53.35,15.16,0.00,Weekday,Thursday,Maximum_Load,100.00,96.19
